УчебныйПлан,Дисциплина,direction_cluster,direction_name,level,block,peer_freq,ВидКонтроля,n_students,semesters
886785,Общая фонетика,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,18,[2]
886785,Первый иностранный язык,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,20,"[1, 2]"
886785,Латинский язык,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,19,[2]
886785,Прикладная физическая культура (Адаптивная физическая культура),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,0.5,Зачет,2,"[1, 2]"
886785,Прикладная физическая культура (ОФП),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет,16,"[1, 2]"
886785,Математическая логика,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет,19,[2]
886785,Практикум устной и письменной речи первого иностранного языка,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,20,"[1, 2]"
886785,Русский язык и культура речи,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет,18,[2]
886785,Прикладная физическая культура (Волейбол),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет,2,"[1, 2]"
886785,Второй иностранный язык,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,20,"[1, 2]"
886785,Физическая культура и спорт,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет,20,[1]
886785,Правоведение,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет,19,[2]
886785,Математика,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,20,[1]
886785,"История (история России, всеобщая история)",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,20,[1]
886785,Введение в теорию языка,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Экзамен,20,[1]
466948,Прикладная физическая культура (Адаптивная физическая культура),12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.General,1.0,Зачет,16,"[5, 6]"
466948,Насильственные преступления и их предупреждение,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,16,[6]
466948,Право социального обеспечения,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Экзамен,145,[5]
466948,Антропология права,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,20,[6]
466948,Гражданский процесс,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,161,"[5, 6]"
466948,Судебная психиатрия,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,107,[6]
466948,"Производственная практика, научно-исследовательская работа",12,40.03.01 Юриспруденция,Бакалавриат,Б2,1.0,Зачет с оценкой,153,[6]
466948,Предпринимательское право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Экзамен,161,[5]
466948,Семейное право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет,152,[6]
466948,Уголовное право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,161,"[5, 6]"
466948,Конкурентное право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет,136,[6]
466948,Уголовно-исполнительное право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.В,0.5,Зачет,162,[5]
466948,Гражданское право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,160,"[5, 6]"
466948,Административный процесс,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,12,[6]
466948,Прикладная физическая культура (Легкая атлетика),12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.General,0.5,Зачет,16,[6]
466948,Уголовный процесс,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,160,"[5, 6]"
466948,Юридическая клиника,12,40.03.01 Юриспруденция,Бакалавриат,Б1.В,0.5,Зачет,43,[6]
466948,Налоговое право,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Экзамен,158,[5]
466948,Прикладная физическая культура (ОФП),12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.General,1.0,Зачет,143,"[5, 6]"
466948,Криминалистика,12,40.03.01 Юриспруденция,Бакалавриат,Б1.О.Prof,1.0,Экзамен,162,"[5, 6]"
108565,Алгебра и теория чисел,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Экзамен,22,[6]
108565,Компьютерная графика,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Зачет с оценкой,23,"[5, 6]"
108565,Системы искусственного интеллекта,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Зачет с оценкой,23,[6]
108565,Базы данных,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.О.Prof,0.667,Экзамен,21,[6]
108565,Параллельное программирование,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Зачет с оценкой,23,[6]
108565,Математическая логика,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Экзамен,23,[5]
108565,Прикладная физическая культура (ОФП),3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.О.General,1.0,Зачет,23,"[5, 6]"
108565,Архитектура вычислительных систем и компьютерных сетей,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Экзамен,21,[5]
108565,Физика,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.О.General,0.667,Зачет с оценкой,23,[5]
108565,"Производственная практика, проектно-технологическая практика",3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б2,0.333,Зачет с оценкой,4,[6]
108565,Численные методы,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.О.Prof,0.667,Экзамен,23,[5]
108565,Теория вычислительных процессов и структур,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Зачет с оценкой,23,[6]
108565,Безопасность жизнедеятельности,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.О.General,0.333,Зачет,22,[5]
108565,Теория вероятностей и математическая статистика,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.333,Экзамен,21,[5]
108565,Педагогика,3,01.03.02 ПМИ / 02.03.01 МКН,Бакалавриат,Б1.В,0.167,Зачет,23,[5]
796693,Молекулярное строение вещества,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Экзамен,25,[2]
796693,Основы математической обработки информации,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Зачет,24,[2]
796693,Естественнонаучный практикум,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,24,[1]
796693,Введение в нанотехнологии,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Экзамен,24,[1]
796693,Иностранный язык,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,24,"[1, 2]"
796693,Прикладная физическая культура (Адаптивная физическая культура),13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,0.5,Зачет,1,[2]
796693,Основы программирования для решения профессиональных задач,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,24,[2]
796693,Прикладная физическая культура (ОФП),13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,1.0,Зачет,24,"[1, 2]"
796693,Культурология,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,0.5,Зачет,7,[2]
796693,Организационная коммуникация,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.В,0.5,Зачет,16,[2]
796693,Русский язык и культура речи,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,1.0,Зачет,24,[1]
796693,Испытание изделий и управление качеством,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Экзамен,24,[1]
796693,Общая и неорганическая химия,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.В,0.5,Экзамен,24,[2]
796693,Теория и практика аргументации,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.В,0.5,Зачет,1,[2]
796693,Физическая культура и спорт,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,1.0,Зачет,24,[1]
796693,Математика,13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,0.5,Экзамен,24,[1]
796693,"История (история России, всеобщая история)",13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,24,[1]
796693,"Метрология, стандартизация и технические измерения",13,28.03.01 Нанотехнологии,Бакалавриат,Б1.О.Prof,1.0,Экзамен,24,[1]
731161,Теория и методология истории,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,23,[5]
731161,Прикладная физическая культура (Адаптивная физическая культура),14,46.03.01 История,Бакалавриат,Б1.О.General,0.5,Зачет,2,[5]
731161,Выборы и самоуправление в России,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет,12,[5]
731161,История нового времени,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Экзамен,25,"[5, 6]"
731161,"Производственная практика, научно-исследовательская работа",14,46.03.01 История,Бакалавриат,Б2,1.0,Зачет с оценкой,23,[6]
731161,Источниковедение,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Экзамен,23,[5]
731161,"Учебная практика, практика по получению первичных профессиональных умений и навыков (архивная)",14,46.03.01 История,Бакалавриат,Б2,0.5,Зачет с оценкой,23,[6]
731161,История народной религиозности в средние века,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет,6,[5]
731161,История России,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Экзамен,24,"[5, 6]"
731161,Методы исторического исследования,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет,24,[5]
731161,История мировой культуры,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,24,[6]
731161,Степи Восточной Европы в эпоху бронзы,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет,5,[5]
731161,Педагогика,14,46.03.01 История,Бакалавриат,Б1.В,0.5,Экзамен,24,[6]
731161,История отечественной культуры,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,24,[6]
731161,Юг России в новое и новейшее время,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Зачет,23,[6]
731161,Историческое архивоведение,14,46.03.01 История,Бакалавриат,Б1.В,0.5,Зачет с оценкой,23,[5]
731161,История стран Азии и Африки в средние века и новое время,14,46.03.01 История,Бакалавриат,Б1.О.Prof,1.0,Экзамен,23,"[5, 6]"
731161,Прикладная физическая культура (Легкая атлетика),14,46.03.01 История,Бакалавриат,Б1.О.General,0.5,Зачет,1,[5]
731161,Прикладная физическая культура (ОФП),14,46.03.01 История,Бакалавриат,Б1.О.General,1.0,Зачет,20,"[5, 6]"
397339,Технологическое предпринимательство и основы проектной деятельности,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.General,0.5,Зачет,14,[5]
397339,Прикладная физическая культура (Легкая атлетика),10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.General,0.5,Зачет,14,"[5, 6]"
397339,Структурная и функциональная аннотация биополимеров,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Зачет с оценкой,14,[5]
397339,Прикладная физическая культура (Адаптивная физическая культура),10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.General,0.5,Зачет,3,[6]
397339,Организация и планирование научного исследования,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Экзамен,14,[5]
397339,Генетика и эволюция,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Экзамен,14,[5]
397339,Геномика и протеомика,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Зачет с оценкой,13,[6]
397339,"Производственная практика, практика по получения профессиональных умений и опыта профессиональной деятельности",10,06.05.01 Биоинженерия (спец.),Специалитет,Б2,0.5,Зачет с оценкой,13,[6]
397339,Основы биотехнологии,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Зачет с оценкой,13,[6]
397339,Биохимия,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Зачет с оценкой,13,"[5, 6]"
397339,Биофизика,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Экзамен,13,[6]
397339,Основы проектирования баз данных,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.В,0.5,Зачет с оценкой,13,[6]
397339,Физиология животных и человека с основами эмбриологии,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.В,0.5,Экзамен,14,[5]
397339,Молекулярная биология,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.Prof,1.0,Зачет с оценкой,14,[5]
397339,Конфликтология,10,06.05.01 Биоинженерия (спец.),Специалитет,Б1.О.General,1.0,Зачет,14,[5]
397339,"Производственная практика, научно-исследовательская работа",10,06.05.01 Биоинженерия (спец.),Специалитет,Б2,1.0,Зачет с оценкой,13,"[5, 6]"
372765,Экспериментальная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,18,[4]
372765,Общая психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,18,[3]
372765,Психология творчества,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,19,[3]
372765,Социальное предпринимательство и основы проектной деятельности,24,37.03.01 Психология,Бакалавриат,Б1.О.General,1.0,Зачет,19,[3]
372765,Социальная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,18,[4]
372765,Общий психологический практикум,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,18,[3]
372765,Прикладная физическая культура (ОФП),24,37.03.01 Психология,Бакалавриат,Б1.О.General,1.0,Зачет,19,"[3, 4]"
372765,Основы клинической и специальной психологии,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,18,[3]
372765,Математические методы в психологии,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,18,[4]
372765,Психология развития и возрастная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,19,"[3, 4]"
372765,Психология труда,24,37.03.01 Психология,Бакалавриат,Б1.В,0.5,Экзамен,1,[4]
372765,Психодиагностика,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,2,[4]
372765,"Производственная практика, научно-исследовательская работа",24,37.03.01 Психология,Бакалавриат,Б2,1.0,Зачет с оценкой,2,[4]
552991,Технологическое предпринимательство и основы проектной деятельности,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,71,[4]
552991,Культура общения,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,7,[3]
552991,Прикладная физическая культура (Адаптивная физическая культура),15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,5,"[3, 4]"
552991,Практический курс первого иностранного языка,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Экзамен,71,"[3, 4]"
552991,Организационная коммуникация,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.В,0.5,Зачет,6,[3]
552991,Социология,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,5,[3]
552991,Правоведение,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,70,[3]
552991,Лексикология,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Экзамен,67,[4]
552991,Практический курс второго иностранного языка,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,71,"[3, 4]"
552991,Культурология,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,18,[3]
552991,Теория и практика аргументации,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,5,[3]
552991,Основы германистики (основы теории первого иностранного языка),15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Экзамен,69,[3]
552991,Стилистика,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Экзамен,69,[4]
552991,Страноведение,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,70,[4]
552991,Глобальная экономическая история,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,3,[3]
552991,Технологии межкультурной деловой коммуникации,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.Prof,1.0,Зачет,70,[4]
552991,Философия,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,67,[4]
552991,Конфликтология,15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,23,[3]
552991,Прикладная физическая культура (ОФП),15,45.03.02 Лингвистика (перевод),Бакалавриат,Б1.О.General,1.0,Зачет,64,"[3, 4]"
733219,Основы прикладной лингвистики,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.В,0.5,Зачет с оценкой,11,[7]
733219,"Учебная практика, переводческая",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б2,0.5,Зачет с оценкой,9,[8]
733219,Практикум по аннотированию и реферированию специальных текстов (второй иностранный язык),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,11,"[7, 8]"
733219,Практикум устной и письменной речи английского языка,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,11,"[7, 8]"
733219,Лингвистическая экспертиза,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,11,[7]
733219,"Учебная практика, технологическая",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б2,0.5,Зачет с оценкой,9,[8]
733219,Психолингвистика,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Экзамен,11,[7]
733219,"Производственная практика, преддипломная",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б2,0.5,Зачет с оценкой,9,[8]
733219,"Учебная практика, лингвистическая",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б2,0.5,Зачет с оценкой,2,[7]
733219,Практический курс устного перевода (английский язык),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,11,"[7, 8]"
733219,Языки мира и языковые ареалы. Типология языков,11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Зачет,11,[7]
733219,Практикум по аннотированию и реферированию специальных текстов (английский язык),11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б1.О.Prof,1.0,Экзамен,11,"[7, 8]"
733219,"Производственная практика, научно-исследовательская работа",11,45.03.02 Лингвистика (прикладная),Бакалавриат,Б2,0.5,Зачет с оценкой,1,[7]
974892,Экспериментальная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,1,[4]
974892,Общая психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,16,[3]
974892,Психология творчества,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,16,[3]
974892,Социальное предпринимательство и основы проектной деятельности,24,37.03.01 Психология,Бакалавриат,Б1.О.General,1.0,Зачет,15,[3]
974892,Прикладная физическая культура (Адаптивная физическая культура),24,37.03.01 Психология,Бакалавриат,Б1.О.General,0.5,Зачет,2,"[3, 4]"
974892,Социальная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,1,[4]
974892,Общий психологический практикум,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,16,[3]
974892,Прикладная физическая культура (ОФП),24,37.03.01 Психология,Бакалавриат,Б1.О.General,1.0,Зачет,15,"[3, 4]"
974892,Основы клинической и специальной психологии,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,16,[3]
974892,Математические методы в психологии,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,1,[4]
974892,Психология развития и возрастная психология,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,16,[3]
974892,Конфликтология,24,37.03.01 Психология,Бакалавриат,Б1.О.General,0.5,Зачет,1,[3]
974892,Психодиагностика,24,37.03.01 Психология,Бакалавриат,Б1.О.Prof,1.0,Экзамен,1,[4]
974892,"Производственная практика, научно-исследовательская работа",24,37.03.01 Психология,Бакалавриат,Б2,1.0,Зачет с оценкой,2,[4]
651318,Иностранный язык,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,34,"[3, 4]"
651318,Информационное право,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет,32,[3]
651318,Прикладная физическая культура (Адаптивная физическая культура),16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.General,1.0,Зачет,8,[4]
651318,Культура общения,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет,6,[3]
651318,Организационная коммуникация,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет,3,[3]
651318,Социология,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет,18,[3]
651318,Физика: Электричество и магнетизм,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Экзамен,32,[3]
651318,Безопасность операционных систем,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,30,[4]
651318,Культурология,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.General,0.5,Зачет,2,[3]
651318,Теория и практика аргументации,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет,2,[3]
651318,Математическая логика и теория алгоритмов для решения задач информационной безопасности,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,31,[4]
651318,Методы вычислительной математики для решения задач информационной безопасности,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет с оценкой,30,[4]
651318,Дифференциальные уравнения для решения задач информационной безопасности,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Экзамен,32,[3]
651318,Философия,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.General,1.0,Зачет с оценкой,30,[4]
651318,Электроника и схемотехника,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет с оценкой,30,[4]
651318,Теория вероятностей и математическая статистика,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Экзамен,33,[3]
651318,Алгебра и теория чисел,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет с оценкой,32,[3]
651318,"Учебная практика, ознакомительная практика",16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б2,0.5,Зачет с оценкой,30,[4]
651318,Технологии и методы программирования,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Зачет,31,"[3, 4]"
651318,Прикладная физическая культура (ОФП),16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.General,1.0,Зачет,33,"[3, 4]"
651318,Теория информационной безопасности и методология защиты информации,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Экзамен,30,[4]
651318,Языки ассемблера,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Экзамен,31,[3]
651318,Методы статистической обработки данных для решения задач информационной безопасности,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.В,0.5,Зачет с оценкой,33,[3]
651318,Программирование микроконтроллеров,16,10.05.01 Компьютерная безопасность (спец.),Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,30,[4]
532537,Методы исследования в социальной сфере,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,15,"[3, 4]"
532537,Основы математической обработки информации,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,15,[3]
532537,Технология социальной работы,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,14,[3]
532537,Психология,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,15,[3]
532537,Социальное предпринимательство и основы проектной деятельности,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.General,1.0,Зачет,14,[3]
532537,Культура общения,27,39.03.02 Социальная работа,Бакалавриат,Б1.В,0.5,Зачет,1,[3]
532537,Прикладная физическая культура (ОФП),27,39.03.02 Социальная работа,Бакалавриат,Б1.О.General,1.0,Зачет,14,[3]
532537,Социальная защита детства,27,39.03.02 Социальная работа,Бакалавриат,Б1.В,0.5,Экзамен,14,[3]
532537,Реабилитационная работа в социальной сфере,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Экзамен,14,[3]
532537,Конфликтология,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.General,0.5,Зачет,4,[3]
532537,Основы социального государства и гражданского общества,27,39.03.02 Социальная работа,Бакалавриат,Б1.В,0.5,Зачет,15,[3]
532537,Социальная педагогика,27,39.03.02 Социальная работа,Бакалавриат,Б1.О.Prof,1.0,Экзамен,14,[3]
684098,Информационные системы в экономике,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,23,[5]
684098,Технологическое предпринимательство и основы проектной деятельности,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.General,1.0,Зачет,23,[5]
684098,Компьютерная графика,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.В,0.5,Зачет с оценкой,22,[6]
684098,Математические методы обработки информации и принятия решений,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.Prof,1.0,Зачет,23,"[5, 6]"
684098,Базы данных,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.Prof,1.0,Экзамен,22,[6]
684098,Проектирование информационных систем,25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.Prof,1.0,Зачет с оценкой,22,[6]
684098,Прикладная физическая культура (ОФП),25,02.03.02 ФИИТ / 09.03.01 Информатика,Бакалавриат,Б1.О.General,1.0,Зачет,22,"[5, 6]"
